RESULT TYPE	ID	ASPECT	LEMMA	FRAME	REFLEXVERB
RESULT_2	blu-v-ochránit-se-ochraňovat-se-1	pf	ochránit se	ACT(1;obl) PAT(od+2,proti+3,před+7,aby;obl)	derived-autocaus_patient_PAT blu-v-ochránit-1
RESULT_1	blu-v-zakázat-zakazovat-2	impf	zakazovat  	ACT(1;obl) PAT(4;obl)	no_reflexverb
RESULT_1	blu-v-zakázat-zakazovat-2	pf	zakázat	ACT(1;obl) PAT(4;obl)	no_reflexverb
RESULT_1	blu-v-honit-1	impf	honit 	ACT(1;obl) PAT(4;obl) INTT(do+2,k+3,na+4,inf,aby;opt) DIR(;typ)	no_reflexverb
RESULT_1	blu-v-přijímat-přijmout-5+6+8	impf	přijímat  	ACT(1;obl) PAT(4;obl) EFF(jako+4,za+4,jako+adj-4,za+adj-4;opt) DIR3(;typ) AIM(do+2,na+4,pro+4;typ)	no_reflexverb
RESULT_1	blu-v-přijímat-přijmout-5+6+8	pf	přijmout	ACT(1;obl) PAT(4;obl) EFF(jako+4,za+4,jako+adj-4,za+adj-4;opt) DIR3(;typ) AIM(do+2,na+4,pro+4;typ)	no_reflexverb
RESULT_2	blu-v-nastěhovat-se-1	pf	nastěhovat se	ACT(1;obl) DIR3(;obl)	derived-autocaus_patient_PAT blu-v-nastěhovat-1
RESULT_1_i	blu-v-prát-5	impf	prát	i ACT(1;obl) PAT(4;obl) DIR3(;obl)	no_reflexverb
RESULT_1	blu-v-přiletovat2-1	pf	přiletovat	ACT(1;obl) PAT(4;obl) DIR3(;obl)	no_reflexverb
RESULT_1	blu-v-rozpoutat-rozpoutávat-1	impf	rozpoutávat 	ACT(1;obl) PAT(4;obl)	no_reflexverb
RESULT_1	blu-v-rozpoutat-rozpoutávat-1	pf	rozpoutat	ACT(1;obl) PAT(4;obl)	no_reflexverb
RESULT_1_i	blu-v-lovit-3	impf	lovit 	i ACT(1;obl) PAT(4;obl) LOC(;typ) DIR1(;typ)	no_reflexverb
RESULT_1	blu-v-hledět-si-1	impf	hledět si 	ACT(1;obl) PAT(2;obl)	derived-nonspecific
RESULT_1	blu-v-krýt-4	impf	krýt	ACT(1;obl) PAT(4;obl) EFF(před+7;opt) MEANS(7;typ) BEN(3;typ)	no_reflexverb
RESULT_1	blu-v-promítat-promítnout-2	impf	promítat  	ACT(1;obl) PAT(4;obl) DIR3(;obl)	no_reflexverb
RESULT_1	blu-v-promítat-promítnout-2	pf	promítnout	ACT(1;obl) PAT(4;obl) DIR3(;obl)	no_reflexverb
RESULT_1	blu-v-uzavírat-uzavřít-3	impf	uzavírat  	ACT(1;obl) PAT(4;obl) LOC(;obl)	no_reflexverb
RESULT_1	blu-v-uzavírat-uzavřít-3	pf	uzavřít	ACT(1;obl) PAT(4;obl) LOC(;obl)	no_reflexverb
RESULT_1	blu-v-hlásat-1	impf	hlásat 	ACT(1;obl) ADDR(3;opt) PAT(4,aby,ať,zda,že,cont;obl) LOC(;typ)	no_reflexverb
RESULT_1	blu-v-zamýšlet-2	impf	zamýšlet	ACT(1;obl) PAT(4;obl) EFF(jako+4,jako+adj-4;obl)	no_reflexverb
RESULT_1	blu-v-trávit2-1	impf	trávit 	ACT(1;obl) PAT(4;obl) MEANS(7;typ)	no_reflexverb
RESULT_1_i	blu-v-zasvěcovat-zasvětit-3	impf	zasvěcovat 	i ACT(1;obl) PAT(4;obl)	no_reflexverb
RESULT_1_i	blu-v-zasvěcovat-zasvětit-3	pf	zasvětit	i ACT(1;obl) PAT(4;obl)	no_reflexverb
RESULT_2	blu-v-shromáždit-se-shromažďovat-se-2	impf	shromažďovat se 	ACT(1;obl) DIR3(;obl)	derived-decaus_theme blu-v-shromáždit-shromažďovat-2 %Je čas šarlatového blesku, který protrhne nebeské hráze, ale je také čas cisteren, do nichž se protržené vody shromáždí.% [SYN] ~ derived-autocaus_patient_PAT blu-v-shromáždit-shromažďovat-2 %Novináři se museli shromáždit ke vstupu do areálu Hradu už v osm ráno na rohu třídy Milady Horákové a ulice U Prašného mostu.% [SYN]
RESULT_2	blu-v-shromáždit-se-shromažďovat-se-2	pf	shromáždit se	ACT(1;obl) DIR3(;obl)	derived-decaus_theme blu-v-shromáždit-shromažďovat-2 %Je čas šarlatového blesku, který protrhne nebeské hráze, ale je také čas cisteren, do nichž se protržené vody shromáždí.% [SYN] ~ derived-autocaus_patient_PAT blu-v-shromáždit-shromažďovat-2 %Novináři se museli shromáždit ke vstupu do areálu Hradu už v osm ráno na rohu třídy Milady Horákové a ulice U Prašného mostu.% [SYN]
RESULT_1	blu-v-líbat-1	impf	líbat 	ACT(1;obl) PAT(4;obl) BEN(3;typ) DIR3(;typ)	no_reflexverb
RESULT_1	blu-v-odsouvat-odsunout-odsunovat-1	impf1	odsunovat  	ACT(1;obl) PAT(4;obl) DIR1(;obl) DIR(;typ)	no_reflexverb
RESULT_1	blu-v-odsouvat-odsunout-odsunovat-1	impf2	odsouvat  	ACT(1;obl) PAT(4;obl) DIR1(;obl) DIR(;typ)	no_reflexverb
RESULT_1	blu-v-odsouvat-odsunout-odsunovat-1	pf	odsunout	ACT(1;obl) PAT(4;obl) DIR1(;obl) DIR(;typ)	no_reflexverb
RESULT_1	blu-v-přitáhnout-přitahovat-1	impf	přitahovat 	ACT(1;obl) PAT(4;obl) DIR3(;obl) DIR(;typ)	no_reflexverb
RESULT_1	blu-v-přitáhnout-přitahovat-1	pf	přitáhnout	ACT(1;obl) PAT(4;obl) DIR3(;obl) DIR(;typ)	no_reflexverb
RESULT_1	blu-v-srovnat-srovnávat-5	impf	srovnávat  	ACT(1;obl) PAT(4;obl) CRIT(;typ)	no_reflexverb
RESULT_1	blu-v-srovnat-srovnávat-5	pf	srovnat	ACT(1;obl) PAT(4;obl) CRIT(;typ)	no_reflexverb
RESULT_1	blu-v-trefit-trefovat-1	impf	trefovat 	ACT(1;obl) PAT(4;obl) MEANS(7;typ) DIR3(;typ)	no_reflexverb
RESULT_1	blu-v-trefit-trefovat-1	pf	trefit	ACT(1;obl) PAT(4;obl) MEANS(7;typ) DIR3(;typ)	no_reflexverb
RESULT_1	blu-v-tlumočit-1	impf	tlumočit 	ACT(1;obl) PAT(4;obl) ORIG(z+2;opt) EFF(do+2;opt)	no_reflexverb
RESULT_1	blu-v-vytláčet-vytlačit-vytlačovat-4	impf1	vytlačovat 	ACT(1;obl) PAT(4;obl)	no_reflexverb
RESULT_1	blu-v-vytláčet-vytlačit-vytlačovat-4	pf	vytlačit	ACT(1;obl) PAT(4;obl)	no_reflexverb
RESULT_1	blu-v-vytěžovat2-vytížit-1	impf	vytěžovat 	ACT(1;obl) PAT(4;obl)	no_reflexverb
RESULT_1	blu-v-vytěžovat2-vytížit-1	pf	vytížit	ACT(1;obl) PAT(4;obl)	no_reflexverb
RESULT_1	blu-v-spouštět-spustit-2	impf	spouštět 	ACT(1;obl) PAT(4;obl)	no_reflexverb
RESULT_1	blu-v-spouštět-spustit-2	pf	spustit	ACT(1;obl) PAT(4;obl)	no_reflexverb
RESULT_1	blu-v-volit-3	impf	volit 	ACT(1;obl) PAT(4;opt) DIR3(;typ)	no_reflexverb
RESULT_1	blu-v-nahradit-nahrazovat-2	impf	nahrazovat  	ACT(1;obl) PAT(4;obl) EFF(7,za+4;obl) BEN(3;typ)	no_reflexverb
RESULT_1	blu-v-nahradit-nahrazovat-2	pf	nahradit	ACT(1;obl) PAT(4;obl) EFF(7,za+4;obl) BEN(3;typ)	no_reflexverb
RESULT_1	blu-v-ovládat-ovládnout-2	impf	ovládat  	ACT(1;obl) PAT(4;obl)	no_reflexverb
RESULT_1	blu-v-ovládat-ovládnout-2	pf	ovládnout	ACT(1;obl) PAT(4;obl)	no_reflexverb
RESULT_1	blu-v-zachycovat-zachytávat-zachytit-zachytnout-5	impf1	zachycovat 	ACT(1;obl) PAT(4;obl)	no_reflexverb
RESULT_1	blu-v-zachycovat-zachytávat-zachytit-zachytnout-5	impf2	zachytávat  	ACT(1;obl) PAT(4;obl)	no_reflexverb
RESULT_1	blu-v-zachycovat-zachytávat-zachytit-zachytnout-5	pf1	zachytit 	ACT(1;obl) PAT(4;obl)	no_reflexverb
RESULT_1	blu-v-zachycovat-zachytávat-zachytit-zachytnout-5	pf2	zachytnout	ACT(1;obl) PAT(4;obl)	no_reflexverb
RESULT_1	blu-v-provádět-provést-1	impf	provádět  	ACT(1;obl) PAT(4;obl) DIR2(;obl) DIR(;typ)	no_reflexverb
RESULT_1	blu-v-provádět-provést-1	pf	provést	ACT(1;obl) PAT(4;obl) DIR2(;obl) DIR(;typ)	no_reflexverb
RESULT_1	blu-v-hřát-2	impf	hřát 	ACT(1;obl) PAT(4;obl) ORIG(z+2;opt) EFF(na+4;opt) DIFF(o+4;opt) BEN(3;typ)	no_reflexverb
RESULT_2	blu-v-orientovat-se-3	biasp	orientovat se	ACT(1;obl) MANN(;obl)	derived-autocaus_patient_PAT blu-v-orientovat-4 %Studenti se orientují lingvisticky.% [made-up] ~ derived-partobject_PAT blu-v-orientovat-4 %Skupina se orientuje lingvisticky.% [made-up]
RESULT_1	blu-v-vyslechnout-vyslýchat-vyslyšet-3	impf	vyslýchat 	ACT(1;obl) PAT(4;obl)	no_reflexverb
RESULT_1	blu-v-vyslechnout-vyslýchat-vyslyšet-3	pf1	vyslechnout	ACT(1;obl) PAT(4;obl)	no_reflexverb
RESULT_1	blu-v-zadržet-zadržovat-4	impf	zadržovat  	ACT(1;obl) PAT(4;obl)	no_reflexverb
RESULT_1	blu-v-zadržet-zadržovat-4	pf	zadržet	ACT(1;obl) PAT(4;obl)	no_reflexverb
RESULT_1	blu-v-odhadnout-odhadovat-2	impf	odhadovat  	ACT(1;obl) PAT(4;obl) EFF(na+4;obl)	no_reflexverb
RESULT_1	blu-v-odhadnout-odhadovat-2	pf	odhadnout	ACT(1;obl) PAT(4;obl) EFF(na+4;obl)	no_reflexverb
RESULT_1	blu-v-zapůjčit-zapůjčovat-1	impf	zapůjčovat 	ACT(1;obl) ADDR(3;obl) PAT(4;obl) AIM(k+3,na+4;typ)	no_reflexverb
RESULT_1	blu-v-zapůjčit-zapůjčovat-1	pf	zapůjčit	ACT(1;obl) ADDR(3;obl) PAT(4;obl) AIM(k+3,na+4;typ)	no_reflexverb
RESULT_1	blu-v-charakterizovat-1	biasp	charakterizovat	ACT(1;obl) PAT(4;obl) MEANS(7;typ) COMPL(jako+4,jako+adj-4;typ)	no_reflexverb
RESULT_1	blu-v-předběhnout-předbíhat-2	impf	předbíhat  	ACT(1;obl) PAT(4;obl) MEANS(7;typ)	no_reflexverb
RESULT_1	blu-v-předběhnout-předbíhat-2	pf	předběhnout	ACT(1;obl) PAT(4;obl) MEANS(7;typ)	no_reflexverb
RESULT_1	blu-v-zastihnout-zastihovat-2	pf	zastihnout	ACT(1;obl) PAT(4;obl) LOC(;typ)	no_reflexverb
RESULT_1	blu-v-přát-si-2	impf	přát si 	ACT(1;obl) ADDR(s+7;obl) PAT(2,4,aby,ať;obl) CAUS(k+3;typ)	derived-recipr_recipient_ADDR blu-v-přát-1
RESULT_1_i	blu-v-nastřelit-nastřelovat-nastřílet-2	pf2	nastřílet	i ACT(1;obl) PAT(4;obl) BEN(3;typ)	no_reflexverb
RESULT_1	blu-v-uhrát-1	pf	uhrát	ACT(1;obl) ADDR(na+6,proti+3,s+7;opt) PAT(4;obl)	no_reflexverb
RESULT_1	blu-v-zorganizovat-3	pf	zorganizovat	ACT(1;obl) PAT(4;obl) ORIG(z+2;opt) LOC(;typ) DIR3(;typ)	no_reflexverb
RESULT_1	blu-v-zavolat-1	pf	zavolat	ACT(1;obl) ADDR(na+4;opt) PAT(4,zda,že,cont;opt)	no_reflexverb
RESULT_2	blu-v-tisknout-se-1	impf	tisknout se	ACT(1;obl) DIR3(;obl)	derived-decaus_theme blu-v-tisknout-1 %Rostliny se tisknou k zemi, aby se vyhnuly slunci i větru ...% [SYN] ~ derived-autocaus_patient_PAT blu-v-tisknout-1 %esenbák se k němu tisknul břichem% [SYN] ~ derived-partobject_PAT blu-v-tisknout-1 %K několika ženám se tiskly malé děti.% [SYN]
RESULT_1	blu-v-vybírat-vybrat-5	impf	vybírat  	ACT(1;obl) PAT(4;obl) MEANS(7;typ)	no_reflexverb
RESULT_1	blu-v-vybírat-vybrat-5	pf	vybrat  	ACT(1;obl) PAT(4;obl) MEANS(7;typ)	no_reflexverb
RESULT_1	blu-v-naklánět-naklonit-1	impf	naklánět 	ACT(1;obl) PAT(4;obl) DIR3(;typ)	no_reflexverb
RESULT_1	blu-v-naklánět-naklonit-1	pf	naklonit	ACT(1;obl) PAT(4;obl) DIR3(;typ)	no_reflexverb
RESULT_2_i	blu-v-předvádět-se-předvést-se-1	impf	předvádět se  	i ACT(1;obl) PAT(3,před+7;opt)	derived-autocaus_patient_PAT blu-v-předvádět-předvést-1
RESULT_2_i	blu-v-předvádět-se-předvést-se-1	pf	předvést se	i ACT(1;obl) PAT(3,před+7;opt)	derived-autocaus_patient_PAT blu-v-předvádět-předvést-1
RESULT_1	blu-v-hrát-2	impf	hrát 	ACT(1;obl) PAT(4;obl) LOC(;typ)	no_reflexverb
RESULT_1	blu-v-vnímat-2	impf	vnímat	ACT(1;obl) PAT(4;obl) EFF(inf,jak,že;obl)	no_reflexverb
RESULT_1	blu-v-objet-obejet-objíždět-1	impf	objíždět 	ACT(1;obl) PAT(4;obl)	no_reflexverb
RESULT_1	blu-v-objet-obejet-objíždět-1	pf	objet	ACT(1;obl) PAT(4;obl)	no_reflexverb
RESULT_1	blu-v-objet-obejet-objíždět-1	pf	obejet	ACT(1;obl) PAT(4;obl)	no_reflexverb
RESULT_1	blu-v-jímat-jmout-1	impf	jímat 	ACT(1;obl) PAT(4;obl) DIR3(;typ)	no_reflexverb
RESULT_1	blu-v-jímat-jmout-1	pf	jmout	ACT(1;obl) PAT(4;obl) DIR3(;typ)	no_reflexverb
RESULT_1	blu-v-mířit-2	impf	mířit 	ACT(1;obl) PAT(4,7;obl) DIR3(;obl) REG(v+6;typ)	no_reflexverb
RESULT_2	blu-v-umístit-se-umisťovat-se-umísťovat-se-2	impf	umisťovat se	ACT(1;obl) LOC(;obl) MANN(;typ) COMPL(jako+1;typ)	derived-autocaus_patient_PAT blu-v-umístit-umisťovat-umísťovat-2
RESULT_2	blu-v-umístit-se-umisťovat-se-umísťovat-se-2	impf	umísťovat se  	ACT(1;obl) LOC(;obl) MANN(;typ) COMPL(jako+1;typ)	derived-autocaus_patient_PAT blu-v-umístit-umisťovat-umísťovat-2
RESULT_2	blu-v-umístit-se-umisťovat-se-umísťovat-se-2	pf	umístit se	ACT(1;obl) LOC(;obl) MANN(;typ) COMPL(jako+1;typ)	derived-autocaus_patient_PAT blu-v-umístit-umisťovat-umísťovat-2
RESULT_1	blu-v-odtáhnout-odtahovat-1	impf	odtahovat 	ACT(1;obl) PAT(4;obl) DIR1(;obl) DIR(;typ)	no_reflexverb
RESULT_1	blu-v-odtáhnout-odtahovat-1	pf	odtáhnout	ACT(1;obl) PAT(4;obl) DIR1(;obl) DIR(;typ)	no_reflexverb
RESULT_1	blu-v-promíchat-promíchávat-3	impf	promíchávat  	ACT(1;obl) PAT(4;obl) DIR3(;obl)	no_reflexverb
RESULT_1	blu-v-promíchat-promíchávat-3	pf	promíchat	ACT(1;obl) PAT(4;obl) DIR3(;obl)	no_reflexverb
RESULT_1	blu-v-sadit-sázet-3	impf	sázet  	ACT(1;obl) PAT(4;obl) DIR3(;obl)	no_reflexverb
RESULT_1	blu-v-sadit-sázet-3	pf	sadit	ACT(1;obl) PAT(4;obl) DIR3(;obl)	no_reflexverb
RESULT_1	blu-v-vyplácet-vyplatit-2	impf	vyplácet  	ACT(1;obl) PAT(4;obl) EFF(7;opt)	no_reflexverb
RESULT_1	blu-v-vyplácet-vyplatit-2	pf	vyplatit	ACT(1;obl) PAT(4;obl) EFF(7;opt)	no_reflexverb
RESULT_1	blu-v-dotovat-1	biasp	dotovat	ACT(1;obl) PAT(4;obl) ORIG(z+2;opt) MEANS(7;typ)	no_reflexverb
RESULT_2	blu-v-uchránit-se-1	pf	uchránit se	ACT(1;obl) PAT(2,od+2,před+7,aby;obl)	derived-autocaus_patient_PAT blu-v-uchránit-1
RESULT_1_i	blu-v-zkoušet-zkusit-9	impf	zkoušet 	i ACT(1;obl) PAT(4;obl)	no_reflexverb
RESULT_1_i	blu-v-zkoušet-zkusit-9	pf	zkusit 	i ACT(1;obl) PAT(4;obl)	no_reflexverb
RESULT_1	blu-v-vědět-2	impf	vědět	ACT(1;obl) PAT(na+4,o+6;obl) ORIG(od+2,z+2;opt) EFF(4,zda,že,cont;obl)	no_reflexverb
RESULT_1	blu-v-dráždit-2	impf	dráždit 	ACT(1;obl) PAT(4;obl) MEANS(7;typ)	no_reflexverb
RESULT_1	blu-v-vynechat-vynechávat-1	impf	vynechávat 	ACT(1;obl) PAT(4;obl) ORIG(z+2;obl)	no_reflexverb
RESULT_1	blu-v-vynechat-vynechávat-1	pf	vynechat	ACT(1;obl) PAT(4;obl) ORIG(z+2;obl)	no_reflexverb
RESULT_1	blu-v-nést-2	impf	nést	ACT(1;obl) PAT(4;obl)	no_reflexverb
RESULT_1_i	blu-v-sházet-shazovat-shodit-2	impf	shazovat  	i ACT(1;obl) PAT(4;obl) DPHR(pod stůl,ze stolu;obl)	no_reflexverb
RESULT_1_i	blu-v-sházet-shazovat-shodit-2	pf1	shodit	i ACT(1;obl) PAT(4;obl) DPHR(pod stůl,ze stolu;obl)	no_reflexverb
RESULT_1	blu-v-osadit-osazovat-1	impf	osazovat 	ACT(1;obl) PAT(4;obl) LOC(;typ) DIR3(;typ)	no_reflexverb
RESULT_1	blu-v-osadit-osazovat-1	pf	osadit	ACT(1;obl) PAT(4;obl) LOC(;typ) DIR3(;typ)	no_reflexverb
RESULT_1	blu-v-vláčet-vláčit-1	impf	vláčet	ACT(1;obl) PAT(4;obl) INTT(k+3,na+4,inf;opt) MEANS(za+4;typ) DIR(;typ)	no_reflexverb
RESULT_1	blu-v-vláčet-vláčit-1	impf	vláčit  	ACT(1;obl) PAT(4;obl) INTT(k+3,na+4,inf;opt) MEANS(za+4;typ) DIR(;typ)	no_reflexverb
RESULT_1	blu-v-napojit2-napojovat2-1	impf	napojovat  	ACT(1;obl) PAT(4;obl) DIR3(;obl)	no_reflexverb
RESULT_1	blu-v-napojit2-napojovat2-1	pf	napojit	ACT(1;obl) PAT(4;obl) DIR3(;obl)	no_reflexverb
RESULT_1_i	blu-v-obracet-obrátit-4	impf	obracet  	i ACT(1;obl) PAT(4;obl) MANN(;obl)	no_reflexverb
RESULT_1_i	blu-v-obracet-obrátit-4	pf	obrátit	i ACT(1;obl) PAT(4;obl) MANN(;obl)	no_reflexverb
RESULT_1	blu-v-uvolnit-uvolňovat-5	impf	uvolňovat  	ACT(1;obl) PAT(4;obl) ORIG(z+2;opt)	no_reflexverb
RESULT_1	blu-v-uvolnit-uvolňovat-5	pf	uvolnit	ACT(1;obl) PAT(4;obl) ORIG(z+2;opt)	no_reflexverb
RESULT_1	blu-v-prolínat-prolnout-2	impf	prolínat 	ACT(1;obl) PAT(4;obl)	no_reflexverb
RESULT_1	blu-v-prolínat-prolnout-2	pf	prolnout	ACT(1;obl) PAT(4;obl)	no_reflexverb
RESULT_1	blu-v-odpouštět2-odpustit2-1	impf	odpouštět 	ACT(1;obl) PAT(4;obl) DIR1(;obl)	no_reflexverb
RESULT_1	blu-v-odpouštět2-odpustit2-1	pf	odpustit	ACT(1;obl) PAT(4;obl) DIR1(;obl)	no_reflexverb
RESULT_1	blu-v-poznamenat-poznamenávat-1	impf	poznamenávat  	ACT(1;obl) PAT(4,aby,ať,zda,že,cont;obl) BEN(3,pro+4;typ) LOC(;typ)	no_reflexverb
RESULT_1	blu-v-poznamenat-poznamenávat-1	pf	poznamenat	ACT(1;obl) PAT(4,aby,ať,zda,že,cont;obl) BEN(3,pro+4;typ) LOC(;typ)	no_reflexverb
RESULT_1	blu-v-nastartovat-1	pf	nastartovat	ACT(1;obl) PAT(4;obl) AIM(k+3,na+4;typ)	no_reflexverb
RESULT_1	blu-v-přiznat-přiznávat-1	impf	přiznávat  	ACT(1;obl) ADDR(3;opt) PAT(4,zda,že,cont;obl) LOC(;typ)	no_reflexverb
RESULT_1	blu-v-přiznat-přiznávat-1	pf	přiznat	ACT(1;obl) ADDR(3;opt) PAT(4,zda,že,cont;obl) LOC(;typ)	no_reflexverb
RESULT_1_i	blu-v-upoutat-upoutávat-4	impf	upoutávat 	i ACT(1;obl) PAT(4;obl) DPHR(na lůžko;obl)	no_reflexverb
RESULT_1_i	blu-v-upoutat-upoutávat-4	pf	upoutat	i ACT(1;obl) PAT(4;obl) DPHR(na lůžko;obl)	no_reflexverb
RESULT_1	blu-v-upírat2-upřít2-1	impf	upírat  	ACT(1;obl) ADDR(3;obl) PAT(4,že;obl)	no_reflexverb
RESULT_1	blu-v-upírat2-upřít2-1	pf	upřít	ACT(1;obl) ADDR(3;obl) PAT(4,že;obl)	no_reflexverb
RESULT_1	blu-v-vyzvedat-vyzvedávat-vyzvednout-4	impf1	vyzvedávat  	ACT(1;obl) PAT(4;obl)	no_reflexverb
RESULT_1	blu-v-vyzvedat-vyzvedávat-vyzvednout-4	impf2	vyzvedat  	ACT(1;obl) PAT(4;obl)	no_reflexverb
RESULT_1	blu-v-vyzvedat-vyzvedávat-vyzvednout-4	pf	vyzvednout	ACT(1;obl) PAT(4;obl)	no_reflexverb
RESULT_1	blu-v-vystavět-1	pf	vystavět	ACT(1;obl) PAT(4;obl) ORIG(z+2;opt) BEN(3,pro+4;typ)	no_reflexverb
RESULT_1	blu-v-dobýt-dobývat-2	impf	dobývat 	ACT(1;obl) PAT(2,4;obl)	no_reflexverb
RESULT_1	blu-v-dobýt-dobývat-2	pf	dobýt	ACT(1;obl) PAT(2,4;obl)	no_reflexverb
RESULT_2	blu-v-zahřát-se-zahřívat-se-1	impf	zahřívat se 	ACT(1;obl) PAT(z+2;opt) EFF(na+4;opt) DIFF(o+4;opt) CAUS(7;typ)	derived-decaus_theme blu-v-zahřát-zahřívat-1 pf: %Tam už se jeho povrch zahřál natolik, že se intenzivně odpařoval.% [SYN] ~ derived-quasiconv_CAUS blu-v-zahřát-zahřívat-1 pf: %Klimatizace vystřídala ústřední vytápění, protože se vzduch zahřál sluncem pražícím do zdvojených skel oken.% [SYN] ~ derived-autocaus_patient_PAT blu-v-zahřát-zahřívat-1 pf: %Cíl pochodu byl opět u stromku na návsi, kde se mohli účastníci zahřát teplými nápoji a občerstvit se.% [SYN]
RESULT_2	blu-v-zahřát-se-zahřívat-se-1	pf	zahřát se	ACT(1;obl) PAT(z+2;opt) EFF(na+4;opt) DIFF(o+4;opt) CAUS(7;typ)	derived-decaus_theme blu-v-zahřát-zahřívat-1 pf: %Tam už se jeho povrch zahřál natolik, že se intenzivně odpařoval.% [SYN] ~ derived-quasiconv_CAUS blu-v-zahřát-zahřívat-1 pf: %Klimatizace vystřídala ústřední vytápění, protože se vzduch zahřál sluncem pražícím do zdvojených skel oken.% [SYN] ~ derived-autocaus_patient_PAT blu-v-zahřát-zahřívat-1 pf: %Cíl pochodu byl opět u stromku na návsi, kde se mohli účastníci zahřát teplými nápoji a občerstvit se.% [SYN]
RESULT_1	blu-v-brát-vzít-5	impf	brát (si) 	ACT(1;obl) PAT(4;obl) DIR1(;obl) DIR(;typ) BEN(3,pro+4;typ)	no_reflexverb
RESULT_1	blu-v-brát-vzít-5	pf	vzít (si) 	ACT(1;obl) PAT(4;obl) DIR1(;obl) DIR(;typ) BEN(3,pro+4;typ)	no_reflexverb
RESULT_1	blu-v-eliminovat-1	biasp	eliminovat	ACT(1;obl) PAT(4;obl) MEANS(7;typ)	no_reflexverb
RESULT_1	blu-v-líčit1-2	impf	líčit 	ACT(1;obl) ADDR(3;opt) PAT(o+6;obl) EFF(4,že,cont;obl)	no_reflexverb
RESULT_1	blu-v-donášet-donést-1	impf	donášet 	ACT(1;obl) PAT(4;obl) DIR3(;obl) DIR(;typ) BEN(3,pro+4;typ)	no_reflexverb
RESULT_1	blu-v-donášet-donést-1	pf	donést	ACT(1;obl) PAT(4;obl) DIR3(;obl) DIR(;typ) BEN(3,pro+4;typ)	no_reflexverb
RESULT_1	blu-v-bombardovat-1	impf	bombardovat	ACT(1;obl) PAT(4;obl) MEANS(7;typ)	no_reflexverb
RESULT_1	blu-v-uvařit-1	pf	uvařit	ACT(1;obl) PAT(4;obl) MANN(;typ) BEN(3,pro+4;typ)	no_reflexverb
RESULT_1	blu-v-tisknout-3.1	impf	tisknout	ACT(1;obl) PAT(o+6;obl) EFF(4,že,cont;obl) MEANS(na+6;typ)	no_reflexverb
RESULT_1	blu-v-dohrát-si-1	pf	dohrát si	ACT(1;obl) PAT(4;obl) ACMP(s+7;typ)	derived-nonspecific
RESULT_1	blu-v-pokládat-položit-5	impf	pokládat	ACT(1;obl) PAT(4,inf,že,cont;obl) EFF(za+4,za+adj-4;obl)	no_reflexverb
RESULT_1	blu-v-ohlásit-ohlašovat-2	impf	ohlašovat  	ACT(1;obl) ADDR(3;obl) PAT(o+6;obl) EFF(4,že,cont;obl) LOC(;typ)	no_reflexverb
RESULT_1	blu-v-ohlásit-ohlašovat-2	pf	ohlásit	ACT(1;obl) ADDR(3;obl) PAT(o+6;obl) EFF(4,že,cont;obl) LOC(;typ)	no_reflexverb
RESULT_1	blu-v-projednat-projednávat-1	impf	projednávat  	ACT(1;obl) ADDR(s+7;obl) PAT(4,aby,ať,zda;obl)	no_reflexverb
RESULT_1	blu-v-projednat-projednávat-1	pf	projednat	ACT(1;obl) ADDR(s+7;obl) PAT(4,aby,ať,zda;obl)	no_reflexverb
RESULT_1	blu-v-řezat-2	impf	řezat  	ACT(1;obl) PAT(4;obl) EFF(do+2,na+4,v+4;opt) MEANS(7;typ)	no_reflexverb
RESULT_1	blu-v-zařadit-zařazovat-zařaďovat-1	impf	zařazovat	ACT(1;obl) PAT(4;obl) DIR3(;obl)	no_reflexverb
RESULT_1	blu-v-zařadit-zařazovat-zařaďovat-1	impf	zařaďovat  	ACT(1;obl) PAT(4;obl) DIR3(;obl)	no_reflexverb
RESULT_1	blu-v-zařadit-zařazovat-zařaďovat-1	pf	zařadit	ACT(1;obl) PAT(4;obl) DIR3(;obl)	no_reflexverb
RESULT_1	blu-v-vyběhat-vyběhávat-1	impf	vyběhávat 	ACT(1;obl) PAT(4;obl) BEN(3,pro+4;typ)	no_reflexverb
RESULT_1	blu-v-vyběhat-vyběhávat-1	pf	vyběhat	ACT(1;obl) PAT(4;obl) BEN(3,pro+4;typ)	no_reflexverb
RESULT_1	blu-v-honit-2	impf	honit 	ACT(1;obl) ADDR(4;obl) PAT(do+2,k+3,na+4,inf,aby;opt)	no_reflexverb
RESULT_1	blu-v-čítat1-2	impf	čítat	ACT(1;obl) PAT(4;obl) EFF(do+2,k+3,mezi+4;opt)	no_reflexverb
RESULT_1	blu-v-vytknout-vytýkat-4	impf	vytýkat 	ACT(1;obl) PAT(4,že,cont;obl)	no_reflexverb
RESULT_1	blu-v-vytknout-vytýkat-4	pf	vytknout  	ACT(1;obl) PAT(4,že,cont;obl)	no_reflexverb
RESULT_2	blu-v-vézt-se-1	impf	vézt se	ACT(1;obl) DIR(;typ) MEANS(7,na+6,po+6,v+6;typ)	derived-autocaus_patient_PAT blu-v-vézt-1
RESULT_1	blu-v-znát-1	impf	znát 	ACT(1;obl) PAT(4,zda,cont;obl) ORIG(od+2,z+2;opt) COMPL(jako+4,jako+adj-4;typ)	no_reflexverb
